Year,Price
2014,61.798213900500585
2015,42.65325388832698
2016,12.174484120474922
2017,8.939681283031327
2018,5.820637452174942
2019,5.1888095376983525
2020,4.866047422876471
2021,10.19343256193494
2022,6.829601588002239
2023,5.604500031471252
